,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0.108974358974359,0.0422077922077922,0.05,0.102272727272727,0.129120879120879,0.0857142857142857,0.12719298245614,0.173913043478261,0.149038461538462,0.203125,0.130208333333333,0.136363636363636,0.164351851851852,0.136363636363636,0.0563380281690141,0.0489690721649485,0.0564516129032258,0,0,0.00301204819277108,0,0,0,0.0138888888888889,0,0.00159744408945687,0,0,0,0,0,0,0.00403225806451613,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267857142857143,0,0,0,0.0373626373626374,0.0144712430426716,0.0171428571428571,0.0350649350649351,0.0442700156985871,0.0293877551020408,0.043609022556391,0.0596273291925466,0.0510989010989011,0.0696428571428571,0.0446428571428571,0.0467532467532468,0.0563492063492064,0.0467532467532468,0.0193158953722334,0.0167893961708395,0.0193548387096774,0,0,0.00103270223752151,0,0,0,0.00476190476190476,0,0.000547695116385212,0,0,0,0,0,0,0.00138248847926267,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117924528301887,0,0,0,0.0164489598451863,0.00637098750306297,0.00754716981132075,0.0154373927958834,0.0194899440182459,0.0129380053908356,0.0191989407480967,0.0262510254306809,0.0224963715529753,0.0306603773584906,0.0196540880503145,0.0205831903945112,0.0248078266946191,0.0205831903945112,0.00850385330853043,0.00739155806263373,0.00852099817407182,0,0,0.000454648783814503,0,0,0,0.00209643605870021,0,0.000241123636144433,0,0,0,0,0,0,0.000608642726719416,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303398058252427,0,0,0,0.00423201394075181,0.00163913756146766,0.00194174757281553,0.00397175639894086,0.0050144030726555,0.00332871012482663,0.00493953329926759,0.00675390460109751,0.00578790141896938,0.00788834951456311,0.00505663430420712,0.00529567519858782,0.00638259618842143,0.00529567519858782,0.00218788458908793,0.00190171154038635,0.00219229564672722,0,0,0.000116972745350333,0,0,0,0.000539374325782093,0,6.20366636682279e-05,0,0,0,0,0,0,0.000156592546194801,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169836956521739,0,0,0,0.00236900780379041,0.000917560700169396,0.00108695652173913,0.00222332015810277,0.00280697563306259,0.00186335403726708,0.00276506483600305,0.00378071833648393,0.00323996655518395,0.00441576086956522,0.00283061594202899,0.00296442687747036,0.00357286634460547,0.00296442687747036,0.00122473974280465,0.0010645450470641,0.00122720897615708,0,0,6.54793085385018e-05,0,0,0,0.000301932367149758,0,3.47270454229754e-05,0,0,0,0,0,0,8.76577840112202e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266335227272727,0,0,0,0.00371503496503497,0.00143890200708383,0.00170454545454545,0.00348657024793388,0.00440184815184815,0.00292207792207792,0.00433612440191388,0.00592885375494071,0.00508085664335664,0.00692471590909091,0.00443892045454545,0.00464876033057851,0.00560290404040404,0.00464876033057851,0.00192061459667093,0.00166940018744142,0.00192448680351906,0,0,0.000102683461117196,0,0,0,0.000473484848484848,0,5.44583212314842e-05,0,0,0,0,0,0,0.000137463343108504,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303819444444444,0,0,0,0.0423789173789174,0.0164141414141414,0.0194444444444444,0.0397727272727273,0.0502136752136752,0.0333333333333333,0.0494639376218324,0.0676328502415459,0.0579594017094017,0.0789930555555556,0.0506365740740741,0.053030303030303,0.0639146090534979,0.053030303030303,0.0219092331768388,0.0190435280641466,0.0219534050179211,0,0,0.00117135207496653,0,0,0,0.00540123456790123,0,0.000621228257011005,0,0,0,0,0,0,0.00156810035842294,0,0,0,0,0,0,0,0,0,0,0,0,0
